Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF17690	Family of unknown function (DUF5537)	pfam	family	IPR040505		
PF17692	Family of unknown function (DUF5538)	pfam	family	IPR040779		
PF17693	Family of unknown function (DUF5539)	pfam	family	IPR041041		
PF17694	Family of unknown function (DUF5540)	pfam	family	IPR040507		
PF17695	Family of unknown function (DUF5541)	pfam	family	IPR041240		
PF17696	Family of unknown function (DUF5542)	pfam	family	IPR038780		
PF17697	Family of unknown function (DUF5543)	pfam	family	IPR041319		
PF17698	Family of unknown function (DUF5544)	pfam	family	IPR040821		
PF17699	Family of unknown function (DUF5545)	pfam	family	IPR041422		
PF17700	Family of unknown function (DUF5546)	pfam	family	IPR041032		
PF17701	Family of unknown function (DUF5547)	pfam	family	IPR041537		
PF17702	Family of unknown function (DUF5548)	pfam	family	IPR041287		
PF17703	Family of unknown function (DUF5549)	pfam	family	IPR040606		
PF17704	Family of unknown function (DUF5550)	pfam	family	IPR041009		
PF17706	Family of unknown function (DUF5552)	pfam	family	IPR041435		
PF17707	Family of unknown function (DUF5553)	pfam	family	IPR040864		
PF17708	Gasdermin PUB domain	pfam	domain	IPR041263		
PF17709	Family of unknown function (DUF5554)	pfam	family	IPR040863		
PF17710	Family of unknown function (DUF5555)	pfam	family	IPR040791		
PF17711	Family of unknown function (DUF5556)	pfam	family	IPR040670		
PF17712	Family of unknown function (DUF5557)	pfam	family	IPR040904		
PF17713	Family of unknown function (DUF5558)	pfam	family	IPR041059		
PF17714	Family of unknown function (DUF5559)	pfam	family	IPR040965		
PF17715	Family of unknown function (DUF5560)	pfam	family	IPR040620		
PF17716	Family of unknown function (DUF5561)	pfam	family	IPR037657		
PF17717	Family of unknown function (DUF5562)	pfam	family	IPR040425		
PF17718	Family of unknown function (DUF5563)	pfam	family	IPR038776		
PF17719	Family of unknown function (DUF5564)	pfam	family	IPR037691		
PF17720	Family of unknown function (DUF5565)	pfam	family	IPR041211		
PF17721	Family of unknown function (DUF5566)	pfam	family	IPR037655		
PF17722	Intraflagellar transport-associated protein	pfam	family	IPR040028		
PF17724	Family of unknown function (DUF5568)	pfam	family	IPR040419		
PF17725	YAP binding domain	pfam	domain	IPR041086		
PF17729	Family of unknown function (DUF5569)	pfam	family	IPR037649		
PF17730	"Centrosomal C10orf90 "	pfam	family	IPR041179		
PF17731	Family of unknown function (DUF5570)	pfam	family	IPR041391		
PF17732	Family of unknown function (DUF5571)	pfam	family	IPR040943		
PF17734	Spermatogenesis-associated protein 46	pfam	family	IPR040879		
PF17736	C17orf99 Ig domain	pfam	domain	IPR040878		
PF17737	Ig domain in C19orf38 (HIDE1)	pfam	domain	IPR041066		
PF17738	Family of unknown function (DUF5575)	pfam	family	IPR040854		
PF17739	Family of unknown function (DUF5576)	pfam	family	IPR041571		
PF17740	Family of unknown function (DUF5577)	pfam	family	IPR041477		
PF17741	Family of unknown function (DUF5578)	pfam	family	IPR041090		
PF17742	Family of unknown function (DUF5579)	pfam	family	IPR034446		
PF17743	Family of unknown function (DUF5580)	pfam	family	IPR040774		
PF17744	Family of unknown function (DUF5581)	pfam	family	IPR039581		
PF17745	Ydr279p protein triple barrel domain	pfam	domain	IPR041195		
PF17749	Microtubule-binding protein MIP-T3 C-terminal region	pfam	unknown	IPR041476		
PF17751	SKICH domain	pfam	domain	IPR041611		
PF17753	Ig-fold domain	pfam	domain	IPR041625		
PF17756	RET Cadherin like domain 1	pfam	domain	IPR041163		
PF17759	Phenylalanyl tRNA synthetase beta chain CLM domain	pfam	domain	IPR041616		
PF17763	Glutaminase/Asparaginase C-terminal domain	pfam	domain	IPR040919		
PF17767	Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain	pfam	domain	IPR040727		
PF17771	ADAM cysteine-rich domain	pfam	domain	IPR041645		
PF17772	MYST family zinc finger domain	pfam	domain	IPR040706		
PF17773	UPF0176 acylphosphatase like domain	pfam	domain	IPR040503		
PF17776	NLRC4 helical domain HD2	pfam	domain	IPR041267		
PF17777	Insertion domain in 60S ribosomal protein L10P	pfam	domain	IPR040637		
PF17778	Beta-lactamase associated winged helix domain	pfam	domain	IPR041516		
PF17779	NOD2 winged helix domain	pfam	domain	IPR041075		
PF17780	OCRE domain	pfam	domain	IPR041591		
PF17781	RPN1 N-terminal domain	pfam	domain	IPR040892		
PF17786	Mannosidase Ig/CBM-like domain	pfam	domain	IPR041447		
PF17787	PH domain	pfam	domain	IPR037862		
PF17789	Macroglobulin domain MG4	pfam	domain	IPR040839		
PF17790	Macroglobulin domain MG1	pfam	domain	IPR041425		
PF17791	Macroglobulin domain MG3	pfam	domain	IPR041555		
PF17793	ANC1 homology domain (AHD)	pfam	domain	IPR040930		
PF17794	Major Vault Protein repeat domain	pfam	domain	IPR041134		
PF17795	Major Vault Protein Repeat domain	pfam	domain	IPR040989		
PF17796	Major Vault Protein repeat domain	pfam	domain	IPR041136		
PF17797	RL domain	pfam	domain	IPR041252		
PF17798	TRIF N-terminal domain	pfam	domain	IPR040886		
PF17799	Rrp7 RRM-like N-terminal domain	pfam	domain	IPR040447		
PF17802	Prealbumin-like fold domain	pfam	domain	IPR041033		
PF17807	Variant UBP zinc finger	pfam	domain	IPR041432		
PF17809	UPA domain	pfam	domain	IPR040745		
PF17811	Jumonji helical domain	pfam	domain	IPR041070		
PF17812	RET Cadherin like domain 3	pfam	domain	IPR040667		
PF17813	RET Cadherin like domain 4	pfam	domain	IPR041317		
PF17814	LisH-like dimerisation domain	pfam	domain			
PF17817	PDZ domain	pfam	domain	IPR040645		
PF17818	Keratinocyte-associated gene product	pfam	family			
PF17819	Family of unknown function (DUF5582)	pfam	family	IPR040760		
PF17820	PDZ domain	pfam	domain	IPR041489		
PF17821	Family of unknown function (DUF5583)	pfam	family	IPR040735		
PF17822	Family of unknown function (DUF5584)	pfam	family	IPR040268		
PF17823	Family of unknown function (DUF5585)	pfam	family	IPR041056		
PF17824	Family of unknown function (DUF5586)	pfam	family	IPR040687		
PF17825	Family of unknown function (DUF5587)	pfam	family	IPR039991		
PF17826	Family of unknown function (DUF5588)	pfam	family	IPR041404		
PF17827	PrmC N-terminal domain	pfam	domain	IPR040758		
PF17830	STI1 domain	pfam	domain	IPR041243		
PF17832	Pre-PUA-like domain	pfam	domain	IPR041366		
PF17833	UPF0113 Pre-PUA domain	pfam	domain	IPR040598		
PF17835	NOG1 N-terminal helical domain	pfam	domain	IPR041623		
PF17838	PH domain	pfam	domain	IPR041020		
PF17840	Tethering Ubl4a to BAGS domain	pfam	domain	IPR041421		
PF17846	Xrn1 helical domain	pfam	domain	IPR041412		
PF17848	Acetyl-coA carboxylase zinc finger domain	pfam	domain	IPR041010		
PF17849	Dis3-like cold-shock domain 2 (CSD2)	pfam	domain	IPR041505		
PF17852	Dynein heavy chain AAA lid domain	pfam	domain	IPR041466		
PF17855	MCM AAA-lid domain	pfam	domain	IPR041562		
PF17856	TIP49 AAA-lid domain	pfam	domain	IPR041048		
PF17857	AAA+ lid domain	pfam	domain	IPR041589		
PF17862	AAA+ lid domain	pfam	domain	IPR041569		
PF17865	Midasin AAA lid domain	pfam	domain	IPR041190		
PF17867	Midasin AAA lid domain	pfam	domain	IPR040848		
PF17869	Anosmin cysteine rich domain	pfam	domain	IPR040957		
PF17870	Insulin receptor trans-membrane segment	pfam	domain	IPR040969		
PF17872	AAA lid domain	pfam	domain	IPR041083		
PF17874	MalT-like TPR region	pfam	repeat	IPR041617		
PF17877	DIS3-like exonuclease 2 C terminal	pfam	domain	IPR041093		
PF17887	Jak1 pleckstrin homology-like domain	pfam	domain	IPR041381		
PF17888	Carmil pleckstrin homology domain	pfam	domain	IPR041245		
PF17889	NLRC4 helical domain	pfam	domain	IPR040535		
PF17900	Peptidase M1 N-terminal domain	pfam	domain	IPR045357		
PF17902	SH3 domain	pfam	domain	IPR041615		
PF17903	Krr1 KH1 domain	pfam	domain	IPR041174		
PF17904	FMRP KH0 domain	pfam	domain	IPR040472		
PF17906	HTH domain in Mos1 transposase	pfam	domain	IPR041426		
PF17907	AWS domain	pfam	domain	IPR006560		
PF17908	APAF-1 helical domain	pfam	domain	IPR041452		
PF17911	Ski2 N-terminal region	pfam	domain	IPR040801		
PF17913	FHA domain	pfam	domain	IPR041388		
PF17916	LIM interaction domain (LID)	pfam	domain	IPR041363		
PF17919	RNase H-like domain found in reverse transcriptase	pfam	domain	IPR041577		
PF17921	Integrase zinc binding domain	pfam	domain	IPR041588		
PF17927	Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain	pfam	domain	IPR041429		
PF17942	Morc6 ribosomal protein S5 domain 2-like	pfam	family	IPR041006		
PF17949	FANCM pseudonuclease domain	pfam	domain	IPR040646		
PF17950	S-adenosylmethionine decarboxylase N -terminal	pfam	domain	IPR040900		
PF17956	Nicotinate phosphoribosyltransferase C-terminal domain	pfam	domain	IPR041619		
PF17958	EF-hand domain	pfam	domain	IPR041534		
PF17959	EF-hand domain	pfam	domain	IPR041541		
PF17960	TIG domain	pfam	domain	IPR041019		
PF17965	Mucin binding domain	pfam	domain	IPR041558		
PF17966	Muc B2-like domain	pfam	domain	IPR041495		
PF17968	Toll-like receptor 3 trans-membrane domain	pfam	domain	IPR041015		
PF17971	Leukemia inhibitory factor receptor D2 domain	pfam	domain	IPR040817		
PF17976	RING/Ubox like zinc-binding domain	pfam	domain	IPR041565		
PF17978	RING/Ubox like zinc-binding domain	pfam	domain	IPR041170		
PF17979	Cysteine rich domain with multizinc binding regions	pfam	domain	IPR040909		
PF17980	Cysteine rich ADD domain in DNMT3	pfam	domain	IPR040552		
PF17981	Cysteine Rich ADD domain	pfam	domain	IPR041430		
PF17982	NSD Cys-His rich domain	pfam	domain	IPR041306		
PF17988	VEGFR-2 Transmembrane domain	pfam	domain	IPR041348		
PF18001	Interleukin-13 receptor subunit alpha Ig-like domain	pfam	domain	IPR040566		
PF18004	26S proteasome regulatory subunit RPN2 C-terminal domain	pfam	domain	IPR040623		
PF18005	eIF3 subunit M, C-terminal helix	pfam	domain	IPR040750		
PF18012	PH domain	pfam	domain	IPR041428		
PF18016	SAM domain (Sterile alpha motif)	pfam	domain	IPR041418		
PF18017	SAM domain (Sterile alpha motif)	pfam	domain			
PF18018	DNA polymerase delta subunit OB-fold domain	pfam	domain	IPR040663		
PF18020	TIG domain found in plexin	pfam	domain	IPR041362		
PF18026	Endo/exonuclease (EXOG) C-terminal domain	pfam	domain	IPR041003		
PF18027	Cytosolic carboxypeptidase N-terminal domain	pfam	domain	IPR040626		
PF18028	Zmiz1 N-terminal tetratricopeptide repeat domain	pfam	repeat	IPR040797		
PF18031	Ubiquitin carboxyl-terminal hydrolases	pfam	domain	IPR041507		
PF18035	Bap31/Bap29 cytoplasmic coiled-coil domain	pfam	unknown	IPR041672		
PF18036	Ubiquitin-like domain	pfam	domain	IPR040610		
PF18037	Ubiquitin-like domain	pfam	domain	IPR041207		
PF18038	FERM N-terminal domain	pfam	domain	IPR041390		
PF18039	UBA-like domain	pfam	domain	IPR040546		
PF18044	CCCH-type zinc finger	pfam	domain	IPR041367		
PF18048	TNF receptor-associated factor 6 zinc finger 2	pfam	domain	IPR041310		
PF18049	DNA polymerase nu pseudo-exo	pfam	domain	IPR040940		
PF18051	26S proteasome non-ATPase regulatory subunit RPN1 C-terminal	pfam	domain	IPR041433		
PF18055	26S proteasome regulatory subunit RPN6 N-terminal domain	pfam	domain	IPR040773		
PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain	pfam	domain	IPR041609		
PF18076	Formylglycinamide ribonucleotide amidotransferase N-terminal	pfam	domain	IPR040707		
PF18077	Domain of unknown function (DUF5595)	pfam	domain	IPR040967		
PF18084	ARTD15 N-terminal domain	pfam	domain	IPR041400		
PF18086	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	pfam	domain	IPR040557		
PF18091	E3 Ubiquitin Ligase RBR C-terminal domain	pfam	domain	IPR041031		
PF18097	Vta1 C-terminal domain	pfam	domain	IPR041212		
PF18098	26S proteasome regulatory subunit RPN5 C-terminal domain	pfam	domain	IPR040896		
PF18100	Phosphodiesterase 4 upstream conserved regions (UCR)	pfam	domain	IPR040844		
PF18101	Pan3 Pseudokinase domain	pfam	domain	IPR041332		
PF18102	Deltex C-terminal domain	pfam	domain	IPR039396		
PF18104	Jumonji domain-containing protein 2A Tudor domain	pfam	domain	IPR040477		
PF18108	QSOX Trx-like domain	pfam	domain	IPR041269		
PF18109	Ferredoxin I 4Fe-4S cluster domain	pfam	domain			
PF18110	BRCC36 C-terminal helical domain	pfam	domain	IPR040749		
PF18111	Retinitis pigmentosa G-protein regulator interacting C-terminal	pfam	domain	IPR041091		
PF18112	Autophagy receptor zinc finger-C2H2 domain	pfam	domain	IPR041641		
PF18114	Suv3 helical N-terminal domain	pfam	domain	IPR041453		
PF18115	DNA repair protein Crb2 Tudor domain	pfam	domain	IPR041297		
PF18116	Sorting Nexin 17 FERM C-terminal domain	pfam	domain	IPR040842		
PF18118	Polycomb repressive complex 2 tri-helical domain	pfam	domain	IPR041343		
PF18119	RIG-I receptor C-terminal domain	pfam	domain	IPR041204		
PF18121	TFA2 Winged helix domain 2	pfam	domain	IPR040501		
PF18122	"Anaphase-promoting complex sub unit 1 C-terminal domain "	pfam	domain	IPR041221		
PF18124	Kindlin-2 N-terminal domain	pfam	domain	IPR040790		
PF18127	Nicotinamide phosphoribosyltransferase, N-terminal domain	pfam	domain	IPR041529		
PF18129	Xrn1 SH3-like domain	pfam	domain	IPR041385		
PF18130	ATP-grasp N-terminal domain	pfam	domain	IPR041472		
PF18131	KN17 SH3-like C-terminal domain	pfam	domain	IPR041330		
PF18136	DNA mitochondrial polymerase exonuclease domain	pfam	domain	IPR041336		
PF18137	Origin recognition complex winged helix C-terminal	pfam	domain	IPR040855		
PF18139	SLOG in TRPM	pfam	family	IPR041491		
PF18140	Propionyl-coenzyme A carboxylase BT domain	pfam	domain	IPR041265		
PF18141	RNA helicase UPF1, 1B domain	pfam	domain	IPR040812		
PF18147	Suv3 C-terminal domain 1	pfam	domain	IPR041082		
PF18148	Regulator of G-protein signalling DHEX domain	pfam	domain	IPR040759		
PF18149	N-terminal helicase PWI domain	pfam	domain	IPR041094		
PF18150	Domain of unknown function (DUF5600)	pfam	domain	IPR040990		
PF18151	Domain of unknown function (DUF5601)	pfam	domain	IPR041545		
PF18162	Arc C-lobe	pfam	domain	IPR040814		
PF18190	Polo-like Kinase 4 Polo Box 1	pfam	domain	IPR033699		
PF18192	DNTTIP1 dimerisation domain	pfam	domain	IPR041384		
PF18193	Fibrillin 1 unique N-terminal domain	pfam	domain	IPR040872		
PF18198	Dynein heavy chain AAA lid domain	pfam	domain	IPR041658		
PF18199	Dynein heavy chain C-terminal domain	pfam	domain	IPR041228		
PF18201	PIH1 CS-like domain	pfam	domain	IPR041442		
PF18207	Leukemia inhibitory factor receptor N-terminal domain	pfam	domain	IPR040901		
PF18210	Knl1 RWD C-terminal domain	pfam	domain	IPR040850		
PF18212	ZNRF-3 Ectodomain	pfam	domain	IPR040700		
PF18253	Hsp70-interacting protein N N-terminal domain	pfam	domain	IPR034649		
PF18256	Co-chaperone HscB tetracysteine metal binding motif	pfam	domain	IPR040682		
PF18262	Phe-tRNA synthetase beta subunit B1 domain	pfam	domain	IPR040659		
PF18263	MCM6 C-terminal winged-helix domain	pfam	domain	IPR041024		
PF18264	CXC domain	pfam	domain	IPR041355		
PF18265	Nas2 N_terminal domain	pfam	domain	IPR040815		
PF18266	Nicastrin small lobe	pfam	domain	IPR041084		
PF18267	Rubredoxin NAD+ reductase C-terminal domain	pfam	domain	IPR041575		
PF18278	Receptor activator of the NF-KB cysteine-rich repeat domain 2	pfam	domain	IPR041648		
PF18279	Werner helicase-interacting protein 1 ubiquitin-binding domain	pfam	domain	IPR040539		
PF18282	RAP80 N-terminal ubiquitin interaction motif	pfam	domain	IPR040714		
PF18289	CCDC81 eukaryotic HU domain 2	pfam	domain	IPR040673		
PF18290	Nudix hydrolase domain	pfam	domain	IPR040618		
PF18292	Zinc transporter ZIP4 domain	pfam	domain	IPR041137		
PF18293	Caprin-1 dimerization domain	pfam	domain	IPR041637		
PF18295	M17 aminopeptidase N-terminal domain 2	pfam	domain	IPR041417		
PF18296	MID domain of medPIWI	pfam	domain	IPR041285		
PF18300	Domain of unknown function (DUF5604)	pfam	domain	IPR040880		
PF18307	Transcription factor Tfb2 (p52) C-terminal domain	pfam	domain	IPR040662		
PF18308	N-terminal extension of GAT domain	pfam	family	IPR041198		
PF18323	Cop9 signalosome subunit 5 C-terminal domain	pfam	domain	IPR040961		
PF18326	RFX5 N-terminal domain	pfam	domain	IPR040889		
PF18332	Exoribonuclease Xrn1 D1 domain	pfam	domain	IPR040992		
PF18334	Exoribonuclease Xrn1 D2/D3 domain	pfam	domain	IPR041106		
PF18336	Fragile X mental retardation Tudor domain	pfam	domain	IPR041560		
PF18345	Zinc finger domain	pfam	domain			
PF18346	Mind bomb SH3 repeat domain	pfam	domain	IPR040847		
PF18358	Histone methyltransferase Tudor domain	pfam	domain	IPR041292		
PF18359	Histone methyltransferase Tudor domain 1	pfam	domain	IPR041291		
PF18360	Heterogeneous nuclear ribonucleoprotein Q acidic domain	pfam	domain	IPR041337		
PF18362	Tri-helix bundle domain	pfam	domain	IPR040849		
PF18366	Zic proteins zinc finger domain	pfam	domain	IPR041643		
PF18371	Flavin adenine dinucleotide (FAD)-dependent sulfhydryl oxidase	pfam	domain	IPR040986		
PF18372	Integrin beta epidermal growth factor like domain 1	pfam	domain	IPR040622		
PF18373	Spectrin like domain	pfam	domain	IPR041573		
PF18375	CDH1/2 SANT-Helical linker 1	pfam	domain	IPR040793		
PF18376	Mevalonate 5-diphosphate decarboxylase C-terminal domain	pfam	domain	IPR041431		
PF18377	FERM F2 acyl-CoA binding protein-like domain	pfam	domain	IPR041046		
PF18379	FERM F1 ubiquitin-like domain	pfam	domain	IPR041155		
PF18382	Formin N-terminal GTPase-binding domain	pfam	domain	IPR041387		
PF18383	Intraflagellar transport 81 calponin homology domain	pfam	domain	IPR041146		
PF18384	Unkempt Zinc finger domain 1 (Znf1)	pfam	domain	IPR040594		
PF18385	T-lymphoma invasion and metastasis CC-Ex domain	pfam	domain	IPR040655		
PF18386	Roquin II domain	pfam	domain	IPR041523		
PF18387	Zinc-fingers and homeoboxes C2H2 finger domain	pfam	domain	IPR041057		
PF18391	CHIP N-terminal tetratricopeptide repeat domain	pfam	repeat	IPR041312		
PF18392	COP9 signalosome complex subunit 7a helix I domain	pfam	domain	IPR041481		
PF18394	TANK-binding kinase 1 coiled-coil domain 1	pfam	unknown	IPR041309		
PF18396	TANK binding kinase 1 ubiquitin-like domain	pfam	domain	IPR041087		
PF18397	IQBAL scaffold dimerization domain	pfam	domain	IPR041185		
PF18400	Thioredoxin-like domain	pfam	domain	IPR040693		
PF18401	Thioredoxin-like domain	pfam	domain	IPR040694		
PF18402	Thioredoxin-like domain	pfam	domain	IPR040692		
PF18403	Thioredoxin-like domain	pfam	domain	IPR040525		
PF18404	Glucosyltransferase 24	pfam	domain	IPR040497		
