id,pathwayName,M
R-RNO-428559,"Proton-coupled neutral amino acid transporters",2
R-RNO-428643,"Organic anion transporters",5
R-RNO-428930,"Thromboxane signalling through TP receptor",14
R-RNO-429593,"Inositol transporters",2
R-RNO-429947,"Deadenylation of mRNA",9
R-RNO-429958,""{""mRNA decay by 3' to 5' exoribonuclease""}"",5
R-RNO-430039,""{""mRNA decay by 5' to 3' exoribonuclease""}"",2
R-RNO-430116,"GP1b-IX-V activation signalling",8
R-RNO-432030,"Transport of glycerol from adipocytes to the liver by Aquaporins",2
R-RNO-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",24
R-RNO-432047,"Passive transport by Aquaporins",9
R-RNO-432142,"Platelet sensitization by LDL",4
R-RNO-432720,"Lysosome Vesicle Biogenesis",22
R-RNO-432722,"Golgi Associated Vesicle Biogenesis",28
R-RNO-433137,"Sodium-coupled sulphate, di- and tri-carboxylate transporters",4
R-RNO-433692,"Proton-coupled monocarboxylate transport",6
R-RNO-434313,"Intracellular metabolism of fatty acids regulates insulin secretion",3
R-RNO-434316,"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion",7
R-RNO-435368,"Zinc efflux and compartmentalization by the SLC30 family",2
R-RNO-437239,"Recycling pathway of L1",29
R-RNO-438066,"Unblocking of NMDA receptors, glutamate binding and activation",20
R-RNO-4419969,"Depolymerisation of the Nuclear Lamina",8
R-RNO-4420097,"VEGFA-VEGFR2 Pathway",39
R-RNO-442380,"Zinc influx into cells by the SLC39 gene family",4
R-RNO-442660,"Na+/Cl- dependent neurotransmitter transporters",17
R-RNO-442720,"CREB1 phosphorylation through the activation of Adenylate Cyclase",6
R-RNO-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",4
R-RNO-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",2
R-RNO-444209,"Free fatty acid receptors",3
R-RNO-444257,"RSK activation",1
R-RNO-444411,"Rhesus glycoproteins mediate ammonium transport",3
R-RNO-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",3
R-RNO-444821,"Relaxin receptors",4
R-RNO-445095,"Interaction between L1 and Ankyrins",5
R-RNO-445144,"Signal transduction by L1",14
R-RNO-445355,"Smooth Muscle Contraction",19
R-RNO-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",16
R-RNO-446107,"Type I hemidesmosome assembly",5
R-RNO-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",3
R-RNO-446199,"Synthesis of Dolichyl-phosphate",2
R-RNO-446203,"Asparagine N-linked glycosylation",2
R-RNO-446205,"Synthesis of GDP-mannose",1
R-RNO-446210,"Synthesis of UDP-N-acetyl-glucosamine",5
R-RNO-446343,"Localization of the PINCH-ILK-PARVIN complex to focal adhesions",4
R-RNO-446353,"Cell-extracellular matrix interactions",5
R-RNO-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",5
R-RNO-447043,"Neurofascin interactions",2
R-RNO-448706,"Interleukin-1 processing",3
R-RNO-449836,"Other interleukin signaling",13
R-RNO-450302,"activated TAK1 mediates p38 MAPK activation",12
R-RNO-450321,"JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1",14
R-RNO-450341,"Activation of the AP-1 family of transcription factors",9
R-RNO-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",4
R-RNO-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",41
R-RNO-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",3
R-RNO-450520,"HuR (ELAVL1) binds and stabilizes mRNA",6
R-RNO-450604,"KSRP (KHSRP) binds and destabilizes mRNA",4
R-RNO-451307,"Activation of Na-permeable kainate receptors",2
R-RNO-451308,"Activation of Ca-permeable Kainate Receptor",10
R-RNO-4551638,"SUMOylation of chromatin organization proteins",29
R-RNO-456926,"Thrombin signalling through proteinase activated receptors (PARs)",21
R-RNO-4570464,"SUMOylation of RNA binding proteins",26
R-RNO-4608870,"Asymmetric localization of PCP proteins",43
R-RNO-4615885,"SUMOylation of DNA replication proteins",27
R-RNO-4641257,"Degradation of AXIN",37
R-RNO-4641258,"Degradation of DVL",38
R-RNO-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",13
R-RNO-4641263,"Regulation of FZD by ubiquitination",7
R-RNO-4641265,"Repression of WNT target genes",5
R-RNO-4655427,"SUMOylation of DNA methylation proteins",3
R-RNO-4755510,"SUMOylation of immune response proteins",6
R-RNO-499943,"Interconversion of nucleotide di- and triphosphates",14
R-RNO-500657,"Presynaptic function of Kainate receptors",1
R-RNO-500753,"Pyrimidine biosynthesis",1
R-RNO-5099900,"WNT5A-dependent internalization of FZD4",13
R-RNO-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",15
R-RNO-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",10
R-RNO-5173105,"O-linked glycosylation",4
R-RNO-5173214,"O-glycosylation of TSR domain-containing proteins",7
R-RNO-5205685,"PINK1-PRKN Mediated Mitophagy",18
R-RNO-5213460,"RIPK1-mediated regulated necrosis",5
R-RNO-5218900,"CASP8 activity is inhibited",3
R-RNO-5218920,"VEGFR2 mediated vascular permeability",21
R-RNO-5218921,"VEGFR2 mediated cell proliferation",14
R-RNO-5223345,"Miscellaneous transport and binding events",15
R-RNO-5250924,"B-WICH complex positively regulates rRNA expression",22
R-RNO-525793,Myogenesis,15
R-RNO-5263617,"Metabolism of ingested MeSeO2H into MeSeH",1
R-RNO-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",9
R-RNO-5357786,"TNFR1-induced proapoptotic signaling",5
R-RNO-5357905,"Regulation of TNFR1 signaling",19
R-RNO-5357956,"TNFR1-induced NFkappaB signaling pathway",17
R-RNO-5358346,"Hedgehog ligand biogenesis",40
R-RNO-5358493,"Synthesis of diphthamide-EEF2",3
R-RNO-5358565,"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)",6
R-RNO-5358606,"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)",4
R-RNO-5362517,"Signaling by Retinoic Acid",14
R-RNO-5362798,"Release of Hh-Np from the secreting cell",1
R-RNO-5365859,"RA biosynthesis pathway",10
R-RNO-5389840,"Mitochondrial translation elongation",28
R-RNO-5419276,"Mitochondrial translation termination",30
R-RNO-5423646,"Aflatoxin activation and detoxification",16
R-RNO-549127,"Organic cation transport",5
R-RNO-5576886,"Phase 4 - resting membrane potential",14
R-RNO-5576890,"Phase 3 - rapid repolarisation",4
R-RNO-5576892,"Phase 0 - rapid depolarisation",29
R-RNO-5576893,"Phase 2 - plateau phase",11
R-RNO-5576894,"Phase 1 - inactivation of fast Na+ channels",5
R-RNO-5578749,"Transcriptional regulation by small RNAs",30
R-RNO-5578768,"Physiological factors",5
R-RNO-5578775,"Ion homeostasis",46
R-RNO-5607761,"Dectin-1 mediated noncanonical NF-kB signaling",37
R-RNO-5607763,"CLEC7A (Dectin-1) induces NFAT activation",4
R-RNO-5607764,"CLEC7A (Dectin-1) signaling",50
R-RNO-561048,"Organic anion transport",4
R-RNO-5610780,"Degradation of GLI1 by the proteasome",37
R-RNO-5610785,"GLI3 is processed to GLI3R by the proteasome",40
R-RNO-5610787,""{""Hedgehog 'off' state""}"",28
R-RNO-5617833,"Cilium Assembly",11
R-RNO-5620912,"Anchoring of the basal body to the plasma membrane",45
R-RNO-5620916,"VxPx cargo-targeting to cilium",14
R-RNO-5620922,"BBSome-mediated cargo-targeting to cilium",11
R-RNO-5620924,"Intraflagellar transport",24
R-RNO-5621480,"Dectin-2 family",7
R-RNO-5621575,"CD209 (DC-SIGN) signaling",12
R-RNO-5624958,"ARL13B-mediated ciliary trafficking of INPP5E",1
R-RNO-5625740,"RHO GTPases activate PKNs",15
R-RNO-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",10
R-RNO-5625900,"RHO GTPases activate CIT",5
R-RNO-5625970,"RHO GTPases activate KTN1",8
R-RNO-5626467,"RHO GTPases activate IQGAPs",19
R-RNO-5626978,"TNFR1-mediated ceramide production",5
R-RNO-5627117,"RHO GTPases Activate ROCKs",4
R-RNO-5627123,"RHO GTPases activate PAKs",13
R-RNO-5628897,"TP53 Regulates Metabolic Genes",49
R-RNO-5632681,"Ligand-receptor interactions",2
R-RNO-5632684,""{""Hedgehog 'on' state""}"",40
R-RNO-5635838,"Activation of SMO",8
R-RNO-5649702,"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway",3
R-RNO-5651801,"PCNA-Dependent Long Patch Base Excision Repair",9
R-RNO-5652227,"Fructose biosynthesis",2
R-RNO-5653890,"Lactose synthesis",2
R-RNO-5654219,"Phospholipase C-mediated cascade: FGFR1",11
R-RNO-5654221,"Phospholipase C-mediated cascade, FGFR2",12
R-RNO-5654227,"Phospholipase C-mediated cascade, FGFR3",10
R-RNO-5654228,"Phospholipase C-mediated cascade, FGFR4",10
R-RNO-5654687,"Downstream signaling of activated FGFR1",12
R-RNO-5654688,"SHC-mediated cascade:FGFR1",15
R-RNO-5654689,"PI-3K cascade:FGFR1",14
R-RNO-5654693,"FRS-mediated FGFR1 signaling",16
R-RNO-5654695,"PI-3K cascade:FGFR2",15
R-RNO-5654699,"SHC-mediated cascade:FGFR2",16
R-RNO-5654700,"FRS-mediated FGFR2 signaling",17
R-RNO-5654704,"SHC-mediated cascade:FGFR3",14
R-RNO-5654706,"FRS-mediated FGFR3 signaling",15
R-RNO-5654710,"PI-3K cascade:FGFR3",13
R-RNO-5654712,"FRS-mediated FGFR4 signaling",15
R-RNO-5654719,"SHC-mediated cascade:FGFR4",14
R-RNO-5654720,"PI-3K cascade:FGFR4",13
R-RNO-5654726,"Negative regulation of FGFR1 signaling",18
R-RNO-5654727,"Negative regulation of FGFR2 signaling",19
R-RNO-5654732,"Negative regulation of FGFR3 signaling",17
R-RNO-5654733,"Negative regulation of FGFR4 signaling",17
R-RNO-5655862,"Translesion synthesis by POLK",8
R-RNO-5656121,"Translesion synthesis by POLI",8
R-RNO-5656169,"Termination of translesion DNA synthesis",13
R-RNO-5658442,"Regulation of RAS by GAPs",46
R-RNO-5658623,"FGFRL1 modulation of FGFR1 signaling",8
R-RNO-5660668,"CLEC7A/inflammasome pathway",2
R-RNO-5661231,"Metallothioneins bind metals",2
R-RNO-5661270,"Formation of xylulose-5-phosphate",5
R-RNO-5663213,"RHO GTPases Activate WASPs and WAVEs",21
R-RNO-5663220,"RHO GTPases Activate Formins",70
R-RNO-5666185,"RHO GTPases Activate Rhotekin and Rhophilins",4
R-RNO-5668541,"TNFR2 non-canonical NF-kB pathway",40
R-RNO-5668599,"RHO GTPases Activate NADPH Oxidases",18
R-RNO-5669034,"TNFs bind their physiological receptors",8
R-RNO-5673000,"RAF activation",26
R-RNO-5673001,"RAF/MAP kinase cascade",83
R-RNO-5674135,"MAP2K and MAPK activation",29
R-RNO-5674499,"Negative feedback regulation of MAPK pathway",5
R-RNO-5675221,"Negative regulation of MAPK pathway",26
R-RNO-5675482,"Regulation of necroptotic cell death",14
R-RNO-5676590,"NIK-->noncanonical NF-kB signaling",37
R-RNO-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",3
R-RNO-5676934,"Protein repair",5
R-RNO-5682910,"LGI-ADAM interactions",8
R-RNO-5683826,"Surfactant metabolism",13
R-RNO-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",8
R-RNO-5685938,"HDR through Single Strand Annealing (SSA)",11
R-RNO-5685939,"HDR through MMEJ (alt-NHEJ)",7
R-RNO-5685942,"HDR through Homologous Recombination (HRR)",18
R-RNO-5686938,"Regulation of TLR by endogenous ligand",7
R-RNO-5687128,"MAPK6/MAPK4 signaling",51
R-RNO-5689603,"UCH proteinases",46
R-RNO-5689877,"Josephin domain DUBs",8
R-RNO-5689880,"Ub-specific processing proteases",95
R-RNO-5689896,"Ovarian tumor domain proteases",16
R-RNO-5689901,"Metalloprotease DUBs",14
R-RNO-5690714,"CD22 mediated BCR regulation",2
R-RNO-5693548,"Sensing of DNA Double Strand Breaks",4
R-RNO-5693565,"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",28
R-RNO-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",10
R-RNO-5693571,"Nonhomologous End-Joining (NHEJ)",18
R-RNO-5693579,"Homologous DNA Pairing and Strand Exchange",8
R-RNO-5693607,"Processing of DNA double-strand break ends",33
R-RNO-5693616,"Presynaptic phase of homologous DNA pairing and strand exchange",13
R-RNO-5694530,"Cargo concentration in the ER",19
R-RNO-5696394,"DNA Damage Recognition in GG-NER",17
R-RNO-5696395,"Formation of Incision Complex in GG-NER",19
R-RNO-5696397,"Gap-filling DNA repair synthesis and ligation in GG-NER",10
R-RNO-5696400,"Dual Incision in GG-NER",15
R-RNO-606279,"Deposition of new CENPA-containing nucleosomes at the centromere",15
R-RNO-611105,"Respiratory electron transport",39
R-RNO-629587,"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors",6
R-RNO-629594,"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",11
R-RNO-629597,"Highly calcium permeable nicotinic acetylcholine receptors",9
R-RNO-674695,"RNA Polymerase II Pre-transcription Events",30
R-RNO-6781823,"Formation of TC-NER Pre-Incision Complex",24
R-RNO-6782135,"Dual incision in TC-NER",25
R-RNO-6782210,"Gap-filling DNA repair synthesis and ligation in TC-NER",26
R-RNO-6783310,"Fanconi Anemia Pathway",12
R-RNO-6783783,"Interleukin-10 signaling",1
R-RNO-6783984,"Glycine degradation",2
R-RNO-6785631,"ERBB2 Regulates Cell Motility",11
R-RNO-6785807,"Interleukin-4 and Interleukin-13 signaling",7
R-RNO-6788467,"IL-6-type cytokine receptor ligand interactions",11
R-RNO-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",98
R-RNO-6794361,"Neurexins and neuroligins",29
R-RNO-6796648,"TP53 Regulates Transcription of DNA Repair Genes",16
R-RNO-6798163,"Choline catabolism",6
R-RNO-6798695,"Neutrophil degranulation",281
R-RNO-6799198,"Complex I biogenesis",24
R-RNO-6799990,"Metal sequestration by antimicrobial proteins",3
R-RNO-6803157,"Antimicrobial peptides",17
R-RNO-6803204,"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release",1
R-RNO-6803205,"TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain",3
R-RNO-6803207,"TP53 Regulates Transcription of Caspase Activators and Caspases",1
R-RNO-6803529,"FGFR2 alternative splicing",15
R-RNO-6803544,"Ion influx/efflux at host-pathogen interface",3
R-RNO-6804114,"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",6
R-RNO-6804115,"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain",8
R-RNO-6804116,"TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",5
R-RNO-6804754,"Regulation of TP53 Expression",1
R-RNO-6804756,"Regulation of TP53 Activity through Phosphorylation",41
R-RNO-6804757,"Regulation of TP53 Degradation",26
R-RNO-6804758,"Regulation of TP53 Activity through Acetylation",7
R-RNO-6804759,"Regulation of TP53 Activity through Association with Co-factors",7
R-RNO-6804760,"Regulation of TP53 Activity through Methylation",9
R-RNO-6805567,Keratinization,28
R-RNO-6806664,"Metabolism of vitamin K",3
R-RNO-6806942,"MET Receptor Activation",3
R-RNO-6807004,"Negative regulation of MET activity",15
R-RNO-6807047,"Cholesterol biosynthesis via desmosterol",4
R-RNO-6807062,"Cholesterol biosynthesis via lathosterol",4
R-RNO-6807505,"RNA polymerase II transcribes snRNA genes",26
R-RNO-6807878,"COPI-mediated anterograde transport",63
R-RNO-6809371,"Formation of the cornified envelope",31
R-RNO-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",56
R-RNO-6811436,"COPI-independent Golgi-to-ER retrograde traffic",34
R-RNO-6811438,"Intra-Golgi traffic",20
R-RNO-6811440,"Retrograde transport at the Trans-Golgi-Network",22
R-RNO-6811555,"PI5P Regulates TP53 Acetylation",3
R-RNO-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",67
R-RNO-6814122,"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",15
R-RNO-6814848,"Glycerophospholipid catabolism",2
R-RNO-68616,"Assembly of the ORC complex at the origin of replication",4
R-RNO-68689,"CDC6 association with the ORC:origin complex",5
R-RNO-68827,"CDT1 association with the CDC6:ORC:origin complex",40
R-RNO-68867,"Assembly of the pre-replicative complex",5
R-RNO-68875,"Mitotic Prophase",2
R-RNO-68877,"Mitotic Prometaphase",57
R-RNO-68881,"Mitotic Metaphase/Anaphase Transition",1
R-RNO-68884,"Mitotic Telophase/Cytokinesis",1
R-RNO-68911,"G2 Phase",2
R-RNO-68949,"Orc1 removal from chromatin",43
R-RNO-68952,"DNA replication initiation",3
R-RNO-68962,"Activation of the pre-replicative complex",10
R-RNO-69017,"CDK-mediated phosphorylation and removal of Cdc6",44
R-RNO-69091,"Polymerase switching",6
R-RNO-69166,"Removal of the Flap Intermediate",8
R-RNO-69183,"Processive synthesis on the lagging strand",5
R-RNO-69200,"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes",3
R-RNO-69202,"Cyclin E associated events during G1/S transition",9
R-RNO-69231,"Cyclin D associated events in G1",23
R-RNO-69273,"Cyclin A/B1/B2 associated events during G2/M transition",17
R-RNO-69416,"Dimerization of procaspase-8",3
R-RNO-69473,"G2/M DNA damage checkpoint",27
R-RNO-69478,"G2/M DNA replication checkpoint",3
R-RNO-69481,"G2/M Checkpoints",36
R-RNO-69541,"Stabilization of p53",6
R-RNO-69563,"p53-Dependent G1 DNA Damage Response",3
R-RNO-69601,"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",37
R-RNO-69656,"Cyclin A:Cdk2-associated events at S phase entry",10
R-RNO-69895,"Transcriptional activation of cell cycle inhibitor p21",1
R-RNO-70171,Glycolysis,21
R-RNO-70221,"Glycogen breakdown (glycogenolysis)",8
R-RNO-70263,Gluconeogenesis,25
R-RNO-70268,"Pyruvate metabolism",16
R-RNO-70350,"Fructose catabolism",5
R-RNO-70370,"Galactose catabolism",2
R-RNO-70635,"Urea cycle",7
R-RNO-70688,"Proline catabolism",2
R-RNO-70895,"Branched-chain amino acid catabolism",16
R-RNO-70921,"Histidine catabolism",4
R-RNO-71032,"Propionyl-CoA catabolism",2
R-RNO-71064,"Lysine catabolism",8
R-RNO-71240,"Tryptophan catabolism",10
R-RNO-71262,"Carnitine synthesis",3
R-RNO-71288,"Creatine metabolism",10
R-RNO-71336,"Pentose phosphate pathway",4
R-RNO-71384,"Ethanol oxidation",8
R-RNO-71403,"Citric acid cycle (TCA cycle)",16
R-RNO-72086,"mRNA Capping",12
R-RNO-72163,"mRNA Splicing - Major Pathway",74
R-RNO-72165,"mRNA Splicing - Minor Pathway",18
R-RNO-72187,""{""mRNA 3'-end processing""}"",25
R-RNO-72200,"mRNA Editing: C to U Conversion",4
R-RNO-72203,"Processing of Capped Intron-Containing Pre-mRNA",7
R-RNO-72649,"Translation initiation complex formation",45
R-RNO-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",4
R-RNO-72689,"Formation of a pool of free 40S subunits",76
R-RNO-72695,"Formation of the ternary complex, and subsequently, the 43S complex",41
R-RNO-72702,"Ribosomal scanning and start codon recognition",45
R-RNO-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",83
R-RNO-72731,"Recycling of eIF2:GDP",7
R-RNO-72764,"Eukaryotic Translation Termination",2
R-RNO-727802,"Transport of nucleotide sugars",1
R-RNO-73614,"Pyrimidine salvage",3
R-RNO-73621,"Pyrimidine catabolism",5
R-RNO-73728,"RNA Polymerase I Promoter Opening",9
