DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,default_growth_pattern,model_manipulation,model_manipulation_details,patient_id,parent_depmap_id,Cellosaurus_NCIt_disease,Cellosaurus_NCIt_id,Cellosaurus_issues
ACH-002143,IST-MEL1,ISTMEL1,ISTMEL1_SKIN,,907172.0,Male,Sanger,CVCL_1308,1501.0,skin,,Skin Cancer,Melanoma,Adult,SIDM00225,,skin,melanoma,,,,,,PT-tN5qtW,,Melanoma,C3224,
ACH-002144,IST-SL1,ISTSL1,ISTSL1_LUNG,,753564.0,Male,Sanger,CVCL_1313,1194.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),60,SIDM00223,,lung,SCLC,,,,,,PT-WD7J2O,,Lung small cell carcinoma,C4917,
ACH-002145,IST-SL2,ISTSL2,ISTSL2_LUNG,,753565.0,Male,Sanger,CVCL_1314,450.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00230,,lung,SCLC,,,,,,PT-lSORt3,,Lung small cell carcinoma,C4917,
ACH-002146,JHOS-3,JHOS3,JHOS3_OVARY,,1480358.0,Female,Sanger,CVCL_4648,1595.0,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",48,SIDM00304,,ovary,ovary_adenocarcinoma,serous,,,,,PT-Y025ut,,Ovarian serous adenocarcinoma,C7550,
ACH-002147,K2,K2,K2_SKIN,,1298160.0,,Sanger,CVCL_AT85,1980.0,skin,,Skin Cancer,Melanoma,,SIDM00126,,skin,melanoma,,,,,,PT-FGLpfl,,Melanoma,C3224,
ACH-002148,K5,K5,K5_THYROID,,924238.0,Male,Sanger,CVCL_1322,365.0,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, papillary",58,SIDM00056,This line is a GLAG-66 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,thyroid,thyroid_carcinoma,papillary,,,,,PT-vdhvO3,,Thyroid gland papillary carcinoma,C4035,Contaminated. Shown to be a GLAG-66 derivative (STR profile and somatic mutations from Cosmic-CLP).
ACH-002149,KGN,KGN,KGN_OVARY,,924186.0,Female,Sanger,CVCL_0375,11.0,abdomen,,Ovarian Cancer,Granulosa Cell Tumor,63,SIDM00302,,ovary,granulosa_cell_tumor,,,,,,PT-yB2Czj,,Ovarian granulosa cell tumor,C6261,
ACH-002150,LB1047-RCC,LB1047RCC,LB1047RCC_KIDNEY,,753577.0,Female,Sanger,CVCL_1364,658.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00187,,kidney,renal_cell_carcinoma,,,,,,PT-fygqZz,,Renal cell carcinoma,C9385,
ACH-002151,LB2241-RCC,LB2241RCC,LB2241RCC_KIDNEY,,753578.0,Male,Sanger,CVCL_1365,552.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00186,,kidney,renal_cell_carcinoma,,,,,,PT-hcnphT,,Renal cell carcinoma,C9385,
ACH-002152,LB2518-MEL,LB2518MEL,LB2518MEL_SKIN,,753579.0,Female,Sanger,CVCL_1366,1464.0,skin,,Skin Cancer,Melanoma,,SIDM00185,,skin,melanoma,,,,,,PT-g7qDcx,,Melanoma,C3224,
ACH-002153,LB373-MEL-D,LB373MELD,LB373MELD_SKIN,,753581.0,Female,Sanger,CVCL_1367,659.0,skin,,Skin Cancer,Melanoma,,SIDM00184,,skin,melanoma,,,,,,PT-rIlRDz,,Melanoma,C3224,
ACH-002154,LB647-SCLC,LB647SCLC,LB647SCLC_LUNG,,753582.0,Male,Sanger,CVCL_1368,1365.0,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00183,,lung,SCLC,,,,,,PT-JQF9VX,,Lung small cell carcinoma,C4917,
ACH-002155,LB996-RCC,LB996RCC,LB996RCC_KIDNEY,,753585.0,Male,Sanger,CVCL_1371,1755.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00180,,kidney,renal_cell_carcinoma,,,,,,PT-RdOp4M,,Renal cell carcinoma,C9385,
ACH-002156,LC-1-sq,LC1SQ,LC1SQ_LUNG,,1298223.0,Male,Sanger,CVCL_3008,600.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM00300,,lung,NSCLC,NSCLC_squamous,,,,,PT-ZglKg6,,Lung squamous cell carcinoma,C3493,
ACH-002157,LC-2-ad,LC2AD,LC2AD_LUNG,,907786.0,Female,Sanger,CVCL_1373,367.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00297,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-pFzWyx,,Lung adenocarcinoma,C3512,Indicated to have a EGFR p.Leu858Arg (c.2573T>G) mutation according to PubMed=16105816) but this is in contradiction of results of exome sequencing in CCLE and Cosmic-CLP
ACH-002158,LU-99A,LU99A,LU99A_LUNG,,907796.0,Male,JCRB,CVCL_1393,1660.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",63,SIDM01219,,lung,NSCLC,NSCLC_large_cell,,,,,PT-IpPvfc,ACH-000444,Lung giant cell carcinoma,C4452,
ACH-002159,M14,M14,M14_SKIN,,905975.0,Male,Sanger,CVCL_1395,586.0,skin,Metastasis,Skin Cancer,"Melanoma, amelanotic",33,SIDM00003,,skin,melanoma,amelanotic,,,,,PT-3NwoWt,,Amelanotic melanoma,C3802,
ACH-002160,MC-IXC,MCIXC,MCIXC_BONE,,908118.0,Female,Sanger,CVCL_1398,170.0,bone,Metastasis,Bone Cancer,Ewings Sarcoma,14,SIDM01246,,bone,Ewing_sarcoma,,,,,,PT-wGDMGe,ACH-000039,Askin tumor,C7542,Misclassified. Parent cell line (SK-N-MC) was originally thought to be a neuroblastoma cell line but shown to be from an Askin tumor.
ACH-002161,MKN28,MKN28,MKN28_STOMACH,,908139.0,Male,Sanger,CVCL_1416,2112.0,liver,Metastasis,Gastric Cancer,Adenocarcinoma,37,SIDM00260,SNP fingerprinting confirms that this line is a MKN74 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,gastric,gastric_adenocarcinoma,tubular,,,,,PT-T2KFTw,ACH-000758,Gastric tubular adenocarcinoma,C5473,Contaminated. Shown to be a MKN74 derivative (PubMed=20143388).
ACH-002162,MMAC-SF,MMACSF,MMACSF_SKIN,,925339.0,Female,Sanger,CVCL_1420,30.0,ascites,,Skin Cancer,Melanoma,39,SIDM01242,,skin,melanoma,,,,,,PT-Qsi22o,ACH-002084,Melanoma,C3224,
ACH-002163,MRK-nu-1,MRKNU1,MRKNU1_BREAST,,908151.0,Female,Sanger,CVCL_1428,385.0,breast,,Breast Cancer,Carcinoma,46,SIDM00562,,breast,breast_carcinoma,,,,,,PT-IF9xYA,,Breast carcinoma,C4872,
ACH-002164,MZ1-PC,MZ1PC,MZ1PC_PANCREAS,,753595.0,Male,Sanger,CVCL_1434,1486.0,pancreas,Metastasis,Pancreatic Cancer,Ductal Adenocarcinoma,46,SIDM00053,,pancreas,exocrine,exocrine_adenocarcinoma,,,,,PT-PReW1L,,Pancreatic ductal adenocarcinoma,C9120,
ACH-002165,MZ2-MEL,MZ2MEL,MZ2MEL_SKIN,,971777.0,,Sanger,CVCL_1435,31.0,skin,,Skin Cancer,Melanoma,,SIDM00179,,skin,melanoma,,,,,,PT-nROhtu,,Melanoma,C3224,
ACH-002166,MZ7-mel,MZ7MEL,MZ7MEL_SKIN,,753596.0,Female,Sanger,CVCL_1436,296.0,skin,Metastasis,Skin Cancer,Melanoma,25,SIDM00516,,skin,melanoma,,,,,,PT-XDM0rA,,Melanoma,C3224,
ACH-002167,NCC010,NCC010,NCC010_KIDNEY,,1509073.0,Male,Sanger,CVCL_X505,688.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00231,,kidney,renal_cell_carcinoma,,,,,,PT-UU2AWA,,Renal cell carcinoma,C9385,
ACH-002168,NCC021,NCC021,NCC021_KIDNEY,,1509074.0,,Sanger,CVCL_X506,1020.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00232,,kidney,renal_cell_carcinoma,,,,,,PT-udyljV,,Renal cell carcinoma,C9385,
ACH-002169,NCI-H1304,NCIH1304,NCIH1304_LUNG,,753599.0,,Sanger,CVCL_1462,775.0,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00648,"SNP fingerprinting confirms that this line is a NCI-H1304, NCI-H1870 (synonymous cell lines, donor origin unknown) derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.",lung,SCLC,,,,,,PT-yeOzm7,,Lung small cell carcinoma,C4917,Contaminated. NCI-H1304 and NCI-H1870 have been shown to be identical.
ACH-002170,NCI-H1688,NCIH1688,NCIH1688_LUNG,,1298349.0,Male,ATCC,CVCL_1487,348.0,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00792,,lung,SCLC,,,2D: adherent,,,PT-tr3kfu,,Lung small cell carcinoma,C4917,
ACH-002171,NCI-H250,NCIH250,NCIH250_LUNG,,924241.0,Male,Sanger,CVCL_1554,208.0,central_nervous_system,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),34,SIDM00721,,lung,SCLC,,,,,,PT-CturGC,,Lung small cell carcinoma,C4917,
ACH-002172,NCI-H322M,NCIH322M,NCIH322M_LUNG,,905967.0,Male,Sanger,CVCL_1557,34.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-9eMhTl,ACH-000837,Minimally invasive lung adenocarcinoma,C2923,We are not certain that NCI-H322 and NCI-H322M are identical
ACH-002173,NCI-H378,NCIH378,NCIH378_LUNG,,688022.0,Female,Sanger,CVCL_1560,625.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),66,SIDM00915,,lung,SCLC,,,,,,PT-lZve8O,,Lung small cell carcinoma,C4917,
ACH-002174,NCI-H720,NCIH720,NCIH720_LUNG,,687600.0,Male,Sanger,CVCL_1583,172.0,lung,,Lung Cancer,Carcinoid,,SIDM01120,,lung,lung_carcinoid,,,,,,PT-Phesm0,,Lung carcinoid tumor,C4038,
ACH-002175,NCI-H740,NCIH740,NCIH740_LUNG,,1331055.0,Male,ATCC,CVCL_1586,925.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM01118,,lung,SCLC,,,2D: suspension,,,PT-drG6wp,,Lung small cell carcinoma,C4917,
ACH-002176,NCI-H748,NCIH748,NCIH748_LUNG,,909194.0,Male,Sanger,CVCL_1588,1085.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),62,SIDM01117,,lung,SCLC,,,,,,PT-LAGmLq,,Lung small cell carcinoma,C4917,
ACH-002177,NCI-H835,NCIH835,NCIH835_LUNG,,753607.0,Female,Sanger,CVCL_1593,926.0,lung,,Lung Cancer,Carcinoid,48,SIDM01133,,lung,lung_carcinoid,,,,,,PT-vyk3tQ,,Lung carcinoid tumor,C4038,
ACH-002178,NY,NY,NY_BONE,,910849.0,Male,Sanger,CVCL_1613,478.0,bone,,Bone Cancer,Osteosarcoma,15,SIDM00569,,bone,osteosarcoma,,,,,,PT-8IZOGw,,Osteosarcoma,C9145,
ACH-002179,OCUB-M,OCUBM,OCUBM_BREAST,,909256.0,Female,Sanger,CVCL_1621,1002.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,53,SIDM00241,,breast,breast_carcinoma,,,,,,PT-yqZ59K,,Breast carcinoma,C4872,
ACH-002180,OMC-1,OMC1,OMC1_CERVIX,,949154.0,Female,Sanger,CVCL_1623,605.0,lymph_node,Metastasis,Cervical Cancer,Squamous Cell Carcinoma,52,SIDM00240,,cervix,cervical_squamous,,,,,,PT-QqQeRO,,"Cervical squamous cell carcinoma, not otherwise specified",C4028,
ACH-002181,OVCA420,OVCA420,OVCA420_OVARY,,1480364.0,Female,Sanger,CVCL_3935,1949.0,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00967,,ovary,ovary_adenocarcinoma,serous,,,,,PT-B4cHwN,,Ovarian serous adenocarcinoma,C7550,
ACH-002182,OVCA433,OVCA433,OVCA433_OVARY,,1480367.0,Female,Sanger,CVCL_0475,1332.0,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",,SIDM00966,,ovary,ovary_adenocarcinoma,serous,,,,,PT-SEFFqc,,Ovarian serous adenocarcinoma,C7550,
ACH-002183,OVMIU,OVMIU,OVMIU_OVARY,,1240200.0,,Sanger,CVCL_3112,373.0,ovary,,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00465,This line is a OVSAYO derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,ovary,ovary_adenocarcinoma,high_grade_serous,,,,,PT-P1CUUK,,High grade ovarian serous adenocarcinoma,C105555,Contaminated. Shown to be a OVSAYO derivative (PubMed=20143388). Originally thought to originate from a 46 year old female patient with an ovarian adenocarcinoma.
ACH-002184,PC-3_[JPC-3],PC3JPC3,PC3JPC3_LUNG,,1240202.0,Female,Sanger,CVCL_S982,1809.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",48,SIDM00361,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-tDs036,,Lung adenocarcinoma,C3512,
ACH-002185,PL18,PL18,PL18_PANCREAS,,1240208.0,,Sanger,CVCL_X507,1759.0,pancreas,,Pancreatic Cancer,Ductal Adenocarcinoma,,SIDM00054,,pancreas,exocrine,exocrine_adenocarcinoma,,,,,PT-X8PfQy,,Pancreatic adenocarcinoma,C8294,
ACH-002186,PL4,PL4,PL4_PANCREAS,,1298533.0,,Sanger,CVCL_S976,470.0,pancreas,,Pancreatic Cancer,Ductal Adenocarcinoma,,SIDM00042,,pancreas,exocrine,exocrine_adenocarcinoma,,,,,PT-b9KnyE,,Pancreatic ductal adenocarcinoma,C9120,
ACH-002187,RCC-AB,RCCAB,RCCAB_KIDNEY,,1524418.0,Male,Sanger,CVCL_5868,695.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",49,SIDM00821,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-Nz9FZM,,Clear cell renal cell carcinoma,C4033,
ACH-002188,RCC-ER,RCCER,RCCER_KIDNEY,,1524417.0,Male,Sanger,CVCL_5870,694.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",57,SIDM00820,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-A8lV6H,,Clear cell renal cell carcinoma,C4033,
ACH-002189,RCC-FG2,RCCFG2,RCCFG2_KIDNEY,,1524414.0,Male,Sanger,CVCL_5873,1904.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",77,SIDM00819,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-UGJTj8,,Clear cell renal cell carcinoma,C4033,
ACH-002190,RCC-JF,RCCJF,RCCJF_KIDNEY,,1524415.0,Female,Sanger,CVCL_5879,147.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",65,SIDM00818,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-bBuvEh,,Clear cell renal cell carcinoma,C4033,
ACH-002191,RCC-JW,RCCJW,RCCJW_KIDNEY,,1524416.0,Male,Sanger,CVCL_5880,1905.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",46,SIDM00817,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-E4jV53,,Clear cell renal cell carcinoma,C4033,
ACH-002192,RCC-MF,RCCMF,RCCMF_KIDNEY,,1524419.0,Male,Sanger,CVCL_5884,693.0,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",63,SIDM00816,,kidney,renal_cell_carcinoma,clear_cell,,,,,PT-wvM1VG,,Clear cell renal cell carcinoma,C4033,
ACH-002193,RERF-LC-FM,RERFLCFM,RERFLCFM_LUNG,,930081.0,Male,Sanger,CVCL_1653,287.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00357,,lung,SCLC,,,,,,PT-3OPSyo,,Lung small cell carcinoma,C4917,
ACH-002194,RH-1,RH1,RH1_BONE,,971773.0,Male,Sanger,CVCL_1658,2193.0,bone_marrow,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00427,,bone,Ewing_sarcoma,,,,,,PT-m8xCzo,,Ewing sarcoma,C4817,Misclassified. Originally thought to be a rhabdomyosarcoma cell line but shown to be from an Ewing sarcoma (PubMed=17154184).
ACH-002195,RXF393,RXF393,RXF393_KIDNEY,,905978.0,Male,Sanger,CVCL_1673,1526.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,54,SIDM00086,,kidney,renal_cell_carcinoma,,,,,,PT-snAf3A,,Renal cell carcinoma,C9385,
ACH-002196,SBC-1,SBC1,SBC1_LUNG,,713885.0,Male,Sanger,CVCL_1676,27.0,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),46,SIDM00365,,lung,SCLC,,,,,,PT-yYQZqk,,Lung small cell carcinoma,C4917,Possibly misidentified/contaminated. Shown to be identical to SBC-2 (JCRB web site and STR profile).
ACH-002197,SBC-3,SBC3,SBC3_LUNG,,753610.0,Male,Sanger,CVCL_1678,1765.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),24,SIDM00367,,lung,SCLC,,,,,,PT-YmUNwK,,Lung small cell carcinoma,C4917,
ACH-002198,SCH,SCH,SCH_STOMACH,,909711.0,Male,Sanger,CVCL_1687,1766.0,stomach,Metastasis,Gastric Cancer,Choriocarcinoma,46,SIDM00383,,gastric,choriocarcinoma,,,,,,PT-PDLcVN,,Gastric choriocarcinoma,C95749,
ACH-002199,SN12C,SN12C,SN12C_KIDNEY,,905979.0,Male,Sanger,CVCL_1705,156.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00094,,kidney,renal_cell_carcinoma,,,,,,PT-I7IjgB,,Renal cell carcinoma,C9385,
ACH-002200,SW962,SW962,SW962_VULVA,,909758.0,Female,Sanger,CVCL_1733,1986.0,lymph_node,Metastasis,Skin Cancer,"Carcinoma, vulvar",64,SIDM01178,,skin,,,,,,,PT-c9lrOB,,Vulvar carcinoma,C4866,
ACH-002201,TC-YIK,TCYIK,TCYIK_CERVIX,,946357.0,Female,Sanger,CVCL_1737,579.0,cervix,,Cervical Cancer,Small Cell Carcinoma,31,SIDM00234,,cervix,cervical_small_cell,,,,,,PT-UUJMxu,,Cervical small cell neuroendocrine carcinoma,C7982,
ACH-002202,TMK-1,TMK1,TMK1_STOMACH,,1299069.0,Male,Sanger,CVCL_4384,547.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,21,SIDM00040,,gastric,gastric_adenocarcinoma,,,,,,PT-xnqeDr,,Gastric adenocarcinoma,C4004,
ACH-002204,U-CH2,UCH2,UCH2_BONE,,1503373.0,Female,Sanger,CVCL_4989,2257.0,bone,,Bone Cancer,"Chordoma, sacral",72,SIDM01185,,bone,chordoma,chordoma_sacral,,,,,PT-TtJhKT,,Sacral chordoma,C129927,
ACH-002205,WM1552C,WM1552C,WM1552C_SKIN,,1299078.0,Male,Sanger,CVCL_6472,1155.0,skin,,Skin Cancer,Melanoma,72,SIDM00976,,skin,melanoma,,,,,,PT-rEtHCm,,Cutaneous melanoma,C3510,"The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: D13S317: 12->11,12"
ACH-002206,WM278,WM278,WM278_SKIN,,1240226.0,Female,Sanger,CVCL_6473,2155.0,skin,,Skin Cancer,Melanoma,62,SIDM00975,,skin,melanoma,,,,,,PT-7Zvs5p,,Melanoma,C3224,
ACH-002207,WM35,WM35,WM35_SKIN,,1299080.0,Female,Sanger,CVCL_0580,1156.0,skin,,Skin Cancer,Melanoma,24,SIDM00974,,skin,melanoma,,,,,,PT-W5DHQ6,,Melanoma,C3224,"The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: D18S51: 20->14,15 and FGA: 19->19,24"
ACH-002208,YMB-1-E,YMB1E,YMB1E_BREAST,,1303911.0,Female,Sanger,CVCL_2815,317.0,ascites,Metastasis,Breast Cancer,Breast Ductal Carcinoma,63,SIDM01261,SNP fingerprinting confirms that this line is a ZR-75-1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,,,,PT-k1TO7o,ACH-000097,Invasive breast carcinoma of no special type,C4194,Contaminated. Parent cell line (YMB-1) has been shown to be a ZR-75-1 derivative (PubMed=23136038).
ACH-002209,ALL-PO,ALLPO,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910944.0,Female,Sanger,CVCL_1069,1637.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",0,SIDM00211,,blood,ALL,b_cell,,,,,PT-XE2gZt,,Childhood B acute lymphoblastic leukemia,C9140,
ACH-002210,ARH-77,ARH77,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906765.0,Female,Sanger,CVCL_1072,2198.0,haematopoietic_and_lymphoid_tissue,,Non-Cancerous,,33,SIDM00900,,blood,,,,,immortalized,,PT-n0zwmY,,,,Misclassified. Originally thought to be a myeloma cell line but is a B-lymphoblastoid cell line (PubMed=7579375; PubMed=10516762).
ACH-002211,BALL-1,BALL1,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910705.0,Male,Sanger,CVCL_1075,48.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",75,SIDM00287,,blood,ALL,b_cell,,,,,PT-AlKXkO,,Adult B acute lymphoblastic leukemia,C9143,
ACH-002212,BB30-HNC,BB30HNC,BB30HNC_UPPER_AERODIGESTIVE_TRACT,,753531.0,Female,Sanger,CVCL_1076,64.0,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00172,,upper_aerodigestive,upper_aerodigestive_squamous,,,,,,PT-ezsoUP,,Head and neck squamous cell carcinoma,C34447,
ACH-002213,BB49-HNC,BB49HNC,BB49HNC_UPPER_AERODIGESTIVE_TRACT,,753532.0,Female,Sanger,CVCL_1077,1522.0,upper_aerodigestive_tract,,Head and Neck Cancer,Squamous Cell Carcinoma,70,SIDM00174,,upper_aerodigestive,upper_aerodigestive_squamous,,,,,,PT-2UHafq,,Floor of mouth squamous cell carcinoma,C4041,
ACH-002214,BC-1,BC1,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910919.0,Male,ATCC,CVCL_1079,585.0,abdomen,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",46,SIDM00896,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,,2D: suspension,,,PT-83LwGP,,Primary effusion lymphoma,C6915,
ACH-002215,BC-3,BC3,BC3_PLEURA,,910918.0,Male,ATCC,CVCL_1080,590.0,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",85,SIDM00895,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,,2D: suspension,,,PT-tSpUfL,,Primary effusion lymphoma,C6915,
ACH-002216,BE-13,BE13,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906763.0,Female,Sanger,CVCL_1081,603.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",4,SIDM01245,SNP fingerprinting confirms that this line is a PEER derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,blood,ALL,t_cell,,,,,PT-qXF8IT,ACH-000519,Childhood T acute lymphoblastic leukemia,C7953,Contaminated. Shown to be a Peer derivative (PubMed=12592342; PubMed=20143388). Originally thought to originate from a 11 year old patient with T-ALL.
ACH-002217,BE2-M17,BE2M17,BE2M17_AUTONOMIC_GANGLIA,,753616.0,Male,Sanger,CVCL_0167,1320.0,bone_marrow,Metastasis,Neuroblastoma,,2,SIDM01229,,peripheral_nervous_system,neuroblastoma,,,,,,PT-k4Daz3,ACH-000312,Neuroblastoma,C3270,
ACH-002218,CESS,CESS,CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910688.0,Male,Sanger,CVCL_0209,185.0,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),Adult,SIDM00917,,blood,AML,,,,,,PT-58XiOC,,Adult acute myeloid leukemia,C9154,
ACH-002219,COLO-320-HSR,COLO320HSR,COLO320HSR_LARGE_INTESTINE,,910569.0,Female,ATCC,CVCL_0220,2128.0,large_intestine,,Colon/Colorectal Cancer,Colon Adenocarcinoma,55,SIDM00842,,colorectal,colorectal_adenocarcinoma,,,,,,PT-UB7otW,,Colon adenocarcinoma,C4349,
ACH-002220,CRO-AP2,CROAP2,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906807.0,Male,Sanger,CVCL_1147,566.0,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins, Primary Effusion",49,SIDM00952,,lymphocyte,non_hodgkin_lymphoma,b_cell_primary_effusion,,,,,PT-5tuiJU,,Primary effusion lymphoma,C6915,
ACH-002221,CTB-1,CTB1,CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,949088.0,Male,Sanger,CVCL_1149,2129.0,pericardial_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),70,SIDM00283,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,,,,PT-DAcxSo,,Diffuse large B-cell lymphoma,C8851,
ACH-002222,CTV-1,CTV1,CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753548.0,Male,Sanger,CVCL_1150,1034.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00951,,blood,ALL,t_cell,,,,,PT-qdQICQ,,Adult T acute lymphoblastic leukemia,C9142,Probably misidentified. Originally thought to be a acute monoblastic leukemia but seems to be a T-ALL cell line (PubMed=15843827). Was also said to originate from a 40 year old female patient (PubMed=6593267) but has a male STR profile.
ACH-002223,D-245MG,D245MG,D245MG_CENTRAL_NERVOUS_SYSTEM,,946366.0,Male,Sanger,CVCL_1152,1249.0,central_nervous_system,,Brain Cancer,Glioblastoma,70,SIDM01021,,central_nervous_system,glioma,glioblastoma,,,,,PT-YGlLSJ,,Glioblastoma,C3058,
ACH-002224,D-247MG,D247MG,D247MG_CENTRAL_NERVOUS_SYSTEM,,946367.0,Female,Sanger,CVCL_1153,1075.0,central_nervous_system,,Brain Cancer,Glioblastoma,80,SIDM00622,,central_nervous_system,glioma,glioblastoma,,,,,PT-wR1h2Q,,Gliosarcoma,C3796,
ACH-002225,D-263MG,D263MG,D263MG_CENTRAL_NERVOUS_SYSTEM,,946368.0,Female,Sanger,CVCL_1154,453.0,central_nervous_system,,Brain Cancer,Glioblastoma,71,SIDM00732,,central_nervous_system,glioma,glioblastoma,,,,,PT-rz5abQ,,Glioblastoma,C3058,Possibly misidentified. Presence of a Y chromosome in cell line that was thought to be of female origin (STR profile).
