identifier,name,M
DB04953,Ezogabine,4
DB04954,Tecadenoson,1
DB04956,Afelimomab,1
DB04957,Azimilide,3
DB04958,Epratuzumab,1
DB04959,"Verpasep caltespen",2
DB04960,Tipifarnib,1
DB04961,Troxacitabine,0
DB04964,Oregovomab,1
DB04967,Lucanthone,3
DB04970,Lesopitron,1
DB04971,Reglitazar,2
DB04972,Canfosfamide,1
DB04973,LErafAON,1
DB04974,Rimiducid,1
DB04975,Banoxantrone,1
DB04978,SP1049C,1
DB04982,Talampanel,4
DB04983,Denufosol,1
DB04985,Tigapotide,1
DB04988,IGN311,2
DB04991,XL784,1
DB04992,AP5346,0
DB04996,Satraplatin,0
DB04997,ATL1102,1
DB04998,AGRO100,1
DB05001,PSN9301,1
DB05003,Imexon,2
DB05004,"Peptide YY (3-36)",4
DB05009,Apadenoson,1
DB05010,SGS-742,2
DB05012,XEN2174,1
DB05013,"Ingenol mebutate",2
DB05014,XL999,5
DB05015,Belinostat,11
DB05017,YSIL6,2
DB05018,Migalastat,1
DB05020,"Besifovir dipivoxil",0
DB05022,Amonafide,2
DB05023,ATL1101,1
DB05024,CTA018,2
DB05025,Arimoclomol,1
DB05032,REV131,1
DB05033,INCB7839,1
DB05034,Ularitide,1
DB05035,Eprotirome,2
DB05036,Grn163l,4
DB05038,Anatibant,1
DB05039,Indacaterol,1
DB05042,SGS518,1
DB05044,PSN357,0
DB05045,Obinepitide,2
DB05046,V1003,2
DB05047,CX-717,5
DB05049,DDP733,1
DB05050,ADL5859,1
DB05052,MF101,1
DB05053,MB-07803,1
DB05060,R1626,0
DB05064,INCB13739,1
DB05069,ATG003,2
DB05070,ADX10059,1
DB05072,AV608,1
DB05075,TG-100801,4
DB05077,SLV319,1
DB05078,AER001,2
DB05079,HY10275,2
DB05080,OBE101,2
DB05084,Abaloparatide,1
DB05085,TM30339,1
DB05087,Ganaxolone,6
DB05088,Tetrathiomolybdate,1
DB05091,M0002,1
DB05092,CDP323,1
DB05095,Cimicoxib,1
DB05096,LY2140023,2
DB05097,Labetuzumab,1
DB05098,Leptin,1
DB05099,Ancrod,1
DB05101,Matuzumab,1
DB05102,Rupintrivir,1
DB05104,Asimadoline,1
DB05105,Pleconaril,0
DB05107,16-Bromoepiandrosterone,1
DB05109,Trabectedin,0
DB05110,VIR201,1
DB05111,Fontolizumab,1
DB05115,NN344,1
DB05116,Thymectacin,1
DB05119,Rilapladib,1
DB05120,AT1391,1
DB05121,1D09C3,5
DB05122,R1295,3
DB05125,SC12267,1
DB05127,ANA971,1
DB05129,Elsamitrucin,2
DB05130,INCB3284,1
DB05131,TTP889,1
DB05133,VP025,1
DB05134,Tanespimycin,2
DB05137,Lobeline,3
DB05139,CR002,1
DB05141,LY2181308,1
DB05142,ND7001,1
DB05146,XL820,4
DB05147,CYT997,14
DB05149,XL844,2
DB05150,CAD106,1
DB05152,NGX267,1
DB05154,Pretomanid,3
DB05155,CR665,1
DB05157,KC706,4
DB05159,CCX915,1
DB05161,Elafin,2
DB05164,CMLVAX100,0
DB05165,LY2275796,1
DB05166,APD668,1
DB05168,Vintafolide,3
DB05169,AT9283,2
DB05171,E-2012,2
DB05177,DG051,1
DB05183,MLN0415,1
DB05184,XL228,4
DB05187,Elafibranor,3
DB05188,KD3010,1
DB05190,XL281,2
DB05191,Atl146e,1
DB05192,MB07811,1
DB05194,KB002,2
DB05198,CYC116,2
DB05199,LX1031,1
DB05200,AT2220,1
DB05201,V24343,1
DB05202,"Egaptivon pegol",2
DB05203,SPP1148,2
DB05204,XL418,1
DB05205,CX157,1
DB05207,SD118,2
DB05209,Rozrolimupab,0
DB05210,SF1126,5
DB05212,HE3286,2
DB05214,KD7040,1
DB05217,GMX1777,1
DB05218,PN0621,1
DB05219,Crisaborole,4
DB05220,Alisertib,1
DB05222,KB001,0
DB05223,Pracinostat,4
DB05224,REP8839,1
DB05225,AM103,1
DB05226,BTA9881,1
DB05227,APD791,1
DB05228,RDEA806,1
DB05229,Beraprost,1
DB05232,Tetrodotoxin,4
DB05233,AP1081,1
DB05234,LGD2941,1
DB05235,NRP409,2
DB05239,Cobimetinib,1
DB05241,XL765,5
DB05243,XL019,1
DB05245,"Silver sulfadiazine",0
DB05246,Methsuximide,1
DB05249,FavId,1
DB05252,Fenoxaprop-ethyl,1
DB05253,"Telapristone acetate",1
DB05254,Fibrinolysin,2
DB05255,Ronacaleret,2
DB05258,"Interferon alfa",1
DB05259,Glatiramer,1
DB05260,"Gallium nitrate",4
DB05262,Oxypurinol,1
DB05264,"NPI 32101",1
DB05265,Ecabet,2
DB05266,Ibudilast,5
DB05268,iCo-007,1
DB05271,Rotigotine,7
DB05276,"Hepatitis B Immune Globulin",0
DB05282,MCC,1
DB05284,CA4P,1
DB05289,Tarenflurbil,1
DB05290,"SPP 301",1
DB05294,Vandetanib,5
DB05295,Eldecalcitol,1
DB05297,"Paclitaxel docosahexaenoic acid",1
DB05298,Tetomilast,1
DB05299,"keyhole limpet hemocyanin",1
DB05301,LAX-101,2
DB05303,OMS-103HP,2
DB05304,Girentuximab,2
DB05305,"Cintredekin Besudotox",1
DB05308,ANX-510,1
DB05309,TP-508,1
DB05311,Ecallantide,1
DB05316,Pimavanserin,2
DB05317,TAK-475,2
DB05319,"Oportuzumab monatox",1
DB05321,PEG-uricase,1
DB05327,Ranirestat,1
DB05328,VGV-1,1
DB05332,Romiplostim,1
DB05337,SOT-107,1
DB05339,MN-305,1
DB05343,"Arundic acid",1
DB05345,SO-101,1
DB05351,Dexlansoprazole,3
DB05361,SR-123781A,2
DB05362,SSR-126517E,1
DB05364,ROX-888,1
DB05367,Actelion-1,1
DB05369,HZT-501,1
DB05374,Rindopepimut,1
DB05381,Histamine,5
DB05382,Iodine,1
DB05383,Pimagedine,3
DB05386,Regramostim,1
DB05387,AE-941,3
DB05389,Tetrachlorodecaoxide,2
DB05390,"INS 316",1
DB05391,"liposomal prostaglandin E1",1
DB05395,Amibegron,1
DB05398,C31G,2
DB05399,Succinobucol,1
DB05403,CEP-1347,1
DB05404,"AZD 3355",1
DB05407,TBC-3711,1
DB05408,Emricasan,3
DB05412,Talmapimod,4
DB05413,Tifuvirtide,1
DB05414,Pipendoxifene,0
DB05415,OSI-461,1
DB05416,Cardarine,2
DB05417,"GW 468816",1
DB05418,"GW 597599",1
DB05419,ADX-10061,1
DB05420,"Gallium maltolate",1
DB05421,CP-122721,1
DB05422,OPC-14523,1
DB05423,ORG-34517,1
DB05424,Canertinib,1
DB05428,"Motexafin gadolinium",3
DB05429,CAT-213,1
DB05431,MLN-977,1
DB05432,"DAS-431 IV",1
DB05434,ABT-510,4
DB05442,"Etiprednol dicloacetate",1
DB05443,"ADL 10-0101",1
DB05446,"LJP 1082",1
DB05447,AVI-4557,1
DB05448,PX-12,1
DB05449,FM-VP4,1
DB05451,P54,2
DB05452,PH-284,2
DB05455,"SR 121463",1
DB05457,OSI-7904L,1
DB05458,Pozanicline,2
DB05459,Briakinumab,2
DB05460,Ezatiostat,1
DB05461,OPC-28326,3
DB05463,ISS-1018,1
DB05464,NOX-700,2
DB05465,Tandutinib,2
DB05466,R673,1
DB05467,R667,1
DB05468,R411,1
DB05469,R450,3
DB05470,VX-702,4
DB05471,SGN-30,2
DB05472,"Human interferon omega-1",2
DB05475,Golotimod,4
DB05476,WX-UK1,1
DB05478,"Pradefovir mesylate",1
DB05479,"CZEN 002",1
DB05481,"Recombinant alpha 1-antitrypsin",1
DB05482,7-ethyl-10-hydroxycamptothecin,1
DB05483,PCL-016,2
DB05484,MDX-018,1
DB05487,Custirsen,3
DB05488,"Technetium Tc-99m ciprofloxacin",2
DB05489,"ACA 125",1
DB05490,AMG-131,1
DB05492,"Epicept NP-1",12
DB05494,Elacytarabine,1
DB05495,PG-530742,1
DB05501,AMD-070,2
DB05505,NM-702,1
DB05506,"ISIS 113715",1
DB05507,VX-765,2
DB05509,LI-301,2
DB05511,Piclidenoson,1
DB05513,Atiprimod,2
DB05514,Cobiprostone,1
DB05518,"Managlinat dialanetil",1
DB05521,Telaprevir,2
DB05524,Pelitinib,1
DB05528,Mipomersen,0
DB05530,"CPG 10101",1
DB05532,BMS-488043,1
DB05533,QR-333,1
DB05540,Alanosine,3
DB05541,Brivaracetam,15
DB05542,Naronapride,1
DB05552,TG100-115,2
DB05553,Regrelor,1
DB05559,"NF-kappaB Decoy",2
DB05562,Naluzotan,1
DB05578,Ramucirumab,1
DB05590,Bedoradrine,1
DB05595,Farletuzumab,1
DB05607,PRX-08066,1
DB05624,Teverelix,1
DB05630,"Sodium stibogluconate",1
DB05642,DDP-225,2
DB05644,KP-1461,1
DB05659,"Faropenem medoxomil",3
DB05662,NP-50301,1
DB05667,Levoketoconazole,2
DB05668,Palifosfamide,1
DB05675,EP-2104R,1
DB05676,Apremilast,0
DB05678,SLx-4090,1
DB05679,Ustekinumab,3
DB05685,FX06,1
DB05687,BL-1020,2
DB05688,CRx-119,2
DB05695,NPS-2143,1
DB05706,13-deoxydoxorubicin,1
DB05708,GTS-21,1
DB05710,Gantacurium,1
DB05712,AZD-9684,1
DB05713,LY-517717,1
DB05714,Flovagatran,1
DB05736,MIV-701,1
DB05737,"Varespladib methyl",2
DB05739,CYT006-AngQb,2
DB05740,RPI-78M,6
DB05744,CRx-139,4
DB05749,MPI-674,1
DB05750,AVE-1625,1
DB05752,"ALKS 27",5
DB05758,CYT007-TNFQb,1
DB05766,ACP-104,3
DB05767,Andrographolide,5
DB05771,LLL-3348,1
DB05773,"Trastuzumab emtansine",1
DB05777,"Thrombomodulin Alfa",2
DB05785,LGD-1550,4
DB05786,Irofulven,1
DB05787,LM-609,1
DB05790,"SR 140333",1
DB05792,Arylacenamide,0
DB05793,PRO-542,1
DB05796,Daglutril,1
DB05797,TNX-901,1
DB05798,GEM-231,2
DB05801,"GTI 2040",1
DB05806,Cositecan,1
DB05812,Abiraterone,1
DB05814,GPI-1485,1
DB05824,CNS-5161,1
DB05829,"Parathyroid hormone",2
DB05831,ING-1,1
DB05838,OPC-51803,1
DB05846,Mito-4509,1
DB05848,"humanized SMART Anti-IL-12 Antibody",1
DB05849,"NCX 950",1
DB05854,CLX-0921,1
DB05855,Rivanicline,2
DB05864,PPI-2458,1
DB05867,"99mTc-14 F7 Mab",1
DB05868,Ciluprevir,1
DB05869,"Ethyl pyruvate",2
DB05871,UC-781,1
DB05879,AME-527,1
DB05882,"CHF 4227",2
DB05883,ABX-PTH,1
DB05885,Seletracetam,4
DB05888,"MEM 1414",0
DB05889,"Inotuzumab ozogamicin",1
DB05890,Veglin,1
DB05892,"RI 624",1
DB05895,HGS-TR2J,1
DB05897,rhIGFBP-3,1
DB05905,TD-2749,1
DB05906,"CCR5 mAb",1
DB05913,OSI-930,2
DB05915,MYO-029,1
DB05916,CT-011,1
DB05920,"RTA 744",1
DB05928,Dovitinib,1
DB05930,SB-559448,1
DB05931,Pegdinetanib,1
DB05932,Denibulin,3
DB05934,CTCE-0214,1
DB05936,CVT-6883,1
DB05938,Edonerpic,1
DB05939,MK-0354,1
DB05941,Leronlimab,1
DB05943,Resatorvid,2
DB05944,Varlitinib,2
DB05945,MDX-1303,2
DB05950,Contulakin-G,1
DB05956,EVT-101,2
DB05959,ENMD-1198,3
DB05961,PPL-100,3
DB05964,Amitifadine,3
DB05966,TAS-108,2
DB05967,ANZ-100,1
DB05968,PR-104,1
DB05969,SNS-032,2
DB05971,Archexin,1
DB05983,"Bardoxolone methyl",1
DB05984,RAF-265,2
DB05990,"Obeticholic acid",1
DB05992,Plinabulin,1
DB05993,PRX-07034,1
DB05996,"Glembatumumab vedotin",1
DB06011,AMG-222,1
DB06013,Aldoxorubicin,1
DB06014,Eteplirsen,0
DB06016,Cariprazine,6
DB06021,AV-412,2
DB06039,PA-1050040,1
DB06040,Filanesib,1
DB06042,ZEN-012,6
DB06043,Olaratumab,1
DB06050,TB-402,1
DB06058,XTL-6865,1
DB06061,AZD-8330,1
DB06064,KAI-1455,1
DB06069,XMT-1001,1
DB06070,SNX-5422,2
DB06073,CTS-21166,1
DB06075,Linsitinib,1
DB06077,Lumateperone,5
DB06080,ABT-869,6
DB06081,Caplacizumab,1
DB06082,PX-478,1
DB06083,Tapinarof,4
DB06089,ICA-105665,5
DB06090,Bradanicline,0
DB06094,Apatorsen,1
DB06096,NXN-188,3
DB06097,GSK-923295,1
DB06098,"PRLX 93936",2
DB06101,IMC-1C11,3
DB06103,VX-148,2
DB06109,YKP-1358,2
DB06116,Eldelumab,1
DB06124,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,1
DB06127,Bisegliptin,1
DB06133,Dimethylcurcumin,1
DB06134,SNS-314,2
DB06137,Tirbanibulin,2
DB06138,IRL-1620,1
DB06140,SUVN-502,1
DB06144,Sertindole,8
DB06145,Spiramycin,1
DB06147,Sulfathiazole,0
DB06148,Mianserin,23
DB06149,Teicoplanin,0
DB06151,Acetylcysteine,10
DB06152,Nylidrin,2
DB06153,Pizotifen,16
DB06154,"Pentaerythritol tetranitrate",2
DB06155,Rimonabant,2
DB06156,Tesofensine,3
DB06157,Istaroxime,2
DB06159,Rubitecan,1
DB06162,Lumiliximab,1
DB06168,Canakinumab,1
DB06174,Noscapine,1
DB06176,Romidepsin,5
DB06184,AEG35156,1
DB06185,Forodesine,1
DB06186,Ipilimumab,1
DB06190,Solabegron,1
DB06191,Zosuquidar,1
DB06194,Elocalcitol,1
DB06195,Seliciclib,7
DB06196,Icatibant,2
DB06199,Atrasentan,1
DB06201,Rufinamide,2
DB06202,Lasofoxifene,3
DB06203,Alogliptin,1
DB06204,Tapentadol,6
DB06205,"Hyaluronidase (human recombinant)",1
DB06207,Silodosin,3
DB06209,Prasugrel,1
DB06210,Eltrombopag,1
DB06211,Doripenem,3
DB06212,Tolvaptan,2
DB06213,Regadenoson,1
DB06216,Asenapine,20
DB06217,Vernakalant,4
DB06218,Lacosamide,3
DB06219,Dalbavancin,0
DB06226,Nelipepimut-S,2
DB06228,Rivaroxaban,1
DB06229,Ocaperidone,11
DB06230,Nalmefene,3
DB06231,Caldaret,1
DB06233,Ridaforolimus,1
DB06234,Maribavir,2
DB06237,Avanafil,1
DB06240,Tariquidar,1
DB06241,Clenoliximab,1
DB06243,Eflornithine,1
DB06245,Lanoteplase,17
DB06246,Exisulind,7
DB06247,CX516,1
DB06248,Amelubant,2
DB06249,Arzoxifene,2
DB06255,"Incadronic acid",4
DB06258,Bimoclomol,1
DB06262,Droxidopa,10
DB06263,Amrubicin,1
DB06266,Lonidamine,2
DB06267,Udenafil,1
DB06268,Sitaxentan,2
DB06271,Sulodexide,2
DB06273,Tocilizumab,1
DB06274,Alvimopan,3
DB06281,Torcetrapib,1
DB06282,Levocetirizine,1
DB06283,Ziconotide,2
DB06285,Teriparatide,1
DB06287,Temsirolimus,1
DB06288,Amisulpride,4
DB06290,Simeprevir,0
DB06292,Dapagliflozin,1
DB06307,Apoptone,1
DB06311,Darapladib,1
DB06314,SGX-523,1
DB06317,Elotuzumab,1
DB06318,AVE9633,1
DB06321,R-348,1
DB06322,Carotuximab,1
DB06324,"XmAb 2513",1
DB06325,Pegpleranib,1
DB06328,Methoxyamine,0
DB06331,4-O-Demethylpenclomedine,0
DB06333,Trodusquemine,3
DB06335,Saxagliptin,1
DB06342,"Coltuximab ravtansine",1
DB06343,Teprotumumab,1
DB06345,AR-9281,1
DB06346,Fiboflapon,1
DB06347,Cenisertib,1
DB06350,Elinogrel,1
DB06354,Tezampanel,2
DB06356,TRC093,1
DB06358,Iclaprim,1
DB06360,Lucatumumab,1
DB06362,Becatecarin,2
DB06366,Pertuzumab,1
DB06367,Relacatib,1
DB06371,Siplizumab,1
DB06372,Rilonacept,3
DB06374,Elacestrant,1
DB06376,CHGN111,1
DB06393,Xaliproden,1
DB06401,Bazedoxifene,2
DB06403,Ambrisentan,2
DB06404,"Human C1-esterase inhibitor",7
DB06406,Idraparinux,1
DB06408,Taribavirin,5
DB06409,"Morphine glucuronide",3
DB06410,Doxercalciferol,1
DB06412,Oxymetholone,2
DB06413,Armodafinil,1
DB06414,Etravirine,2
DB06419,Cethromycin,0
DB06420,Annamycin,1
DB06421,Declopramide,2
DB06422,Ticalopride,2
DB06423,Endostatin,5
DB06429,Talnetant,1
DB06433,Tezacitabine,1
DB06436,Semaxanib,1
DB06439,Tyloxapol,1
DB06441,Cangrelor,1
DB06442,Avasimibe,1
DB06444,Dexanabinol,1
DB06446,Dotarizine,4
DB06447,E5531,1
DB06448,Lonafarnib,2
DB06451,Aprinocarsen,1
DB06454,Sarizotan,3
DB06457,Tecastemizole,1
DB06460,Enrasentan,2
DB06468,Cariporide,1
DB06469,Lestaurtinib,1
DB06470,Clomethiazole,1
DB06471,Naxifylline,1
DB06472,Fradafiban,2
DB06474,Sibrotuzumab,1
DB06475,Ruplizumab,1
DB06477,Sumanirole,3
DB06479,Propentofylline,1
DB06480,Prucalopride,1
DB06481,Manitimus,1
DB06486,Enzastaurin,8
DB06492,Mirococept,1
DB06494,Sufugolix,1
DB06495,Onercept,1
DB06497,Aplaviroc,1
DB06503,MLN2222,1
DB06506,Repinotan,1
DB06510,Muraglitazar,2
DB06511,AMGN-0007,1
DB06512,Deramciclane,2
DB06515,Resiniferatoxin,1
DB06518,R-1487,1
DB06521,Ertiprotafib,4
DB06525,Ganstigmine,1
DB06530,Resiquimod,2
DB06533,Ragaglitazar,2
DB06534,Thrombopoietin,1
DB06536,Tesaglitazar,2
DB06538,Robalzotan,1
DB06543,Astaxanthin,1
DB06548,"Minodronic acid",2
DB06549,Labradimil,1
DB06550,Bivatuzumab,1
DB06552,rNAPc2,3
DB06558,Tezosentan,2
DB06560,Pascolizumab,1
DB06579,Adipiplon,7
DB06581,Bevirimat,1
DB06584,TG4010,2
DB06586,Cetilistat,1
DB06587,Mitemcinal,1
DB06589,Pazopanib,10
DB06594,Agomelatine,3
DB06595,Midostaurin,6
DB06599,Lexatumumab,1
DB06602,Reslizumab,1
DB06603,Panobinostat,11
DB06605,Apixaban,1
DB06607,Catumaxomab,6
DB06612,Mepolizumab,1
DB06614,Peramivir,3
DB06616,Bosutinib,10
DB06623,Flupirtine,1
DB06626,Axitinib,3
DB06634,Casopitant,2
DB06635,Otamixaban,1
DB06637,Dalfampridine,16
DB06641,Perifosine,3
DB06642,Bevasiranib,1
DB06643,Denosumab,1
DB06650,Ofatumumab,1
DB06652,Vicriviroc,1
DB06654,Safinamide,1
DB06655,Liraglutide,1
DB06660,Saredutant,1
DB06663,Pasireotide,4
DB06670,Odanacatib,1
DB06674,Golimumab,1
DB06677,Clazosentan,1
DB06678,Esmirtazapine,7
DB06680,Asoprisnil,1
DB06681,Belatacept,2
DB06684,Vilazodone,2
DB06688,Sipuleucel-T,1
DB06689,"Ethanolamine oleate",1
DB06691,Mepyramine,1
DB06692,Aprotinin,4
DB06693,Mevastatin,1
DB06694,Xylometazoline,6
DB06695,"Dabigatran etexilate",1
DB06696,Arbekacin,1
DB06698,Betahistine,2
DB06699,Degarelix,1
DB06700,Desvenlafaxine,3
DB06701,Dexmethylphenidate,3
DB06702,Fesoterodine,5
DB06706,Isometheptene,2
DB06707,Levonordefrin,3
DB06709,Methacholine,1
DB06710,Methyltestosterone,2
DB06711,Naphazoline,2
DB06712,Nilvadipine,6
DB06713,Norelgestromin,3
DB06714,Propylhexedrine,2
DB06715,"Potassium Iodide",0
DB06716,Fospropofol,2
DB06718,Stanozolol,1
DB06719,Buserelin,2
DB06720,"Velaglucerase alfa",1
DB06725,Lornoxicam,2
DB06726,Bufuralol,3
DB06728,Aniline,2
DB06729,Sulfaphenazole,1
DB06730,Gestodene,1
DB06732,beta-Naphthoflavone,5
DB06733,"Bafilomycin A1",1
DB06734,"Bafilomycin B1",1
DB06736,Aceclofenac,2
DB06738,Ketobemidone,10
DB06739,Seratrodast,1
DB06741,Gavestinel,7
DB06749,"Ginsenoside Rb1",1
DB06750,"Ginsenoside Rg1",1
DB06751,Drotaverine,2
DB06752,Chymopapain,1
DB06754,Danaparoid,1
DB06755,"Beta carotene",0
DB06756,"Glycine betaine",1
DB06757,Manganese,5
DB06759,Fomivirsen,2
DB06764,Tetryzoline,1
DB06766,Alcaftadine,1
DB06771,Besifloxacin,4
DB06772,Cabazitaxel,2
DB06773,"Human calcitonin",1
DB06774,Capsaicin,2
DB06775,"Carglumic acid",1
DB06776,"Sodium cellulose phosphate",0
DB06777,"Chenodeoxycholic acid",4
DB06779,Dalteparin,4
DB06780,"Desoxycorticosterone acetate",1
DB06781,Difluprednate,1
DB06782,Dimercaprol,1
DB06785,Ganirelix,1
DB06786,Halcinonide,1
DB06787,Hexocyclium,4
DB06788,Histrelin,1
DB06789,"Hydroxyprogesterone caproate",1
DB06791,Lanreotide,2
DB06792,"Lanthanum carbonate",0
DB06795,Mafenide,1
DB06800,Methylnaltrexone,2
DB06802,Nepafenac,2
DB06803,Niclosamide,0
DB06809,Plerixafor,1
DB06810,Plicamycin,0
DB06813,Pralatrexate,2
DB06814,Protokylol,1
DB06817,Raltegravir,0
DB06819,"Phenylbutyric acid",2
DB06821,Sulfameter,1
DB06822,Tinzaparin,3
DB06825,Triptorelin,1
DB06827,Viomycin,1
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,1
DB06829,"4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID",1
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",1
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,2
DB06832,Prinaberel,2
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,1
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",1
DB06835,"(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID",1
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",2
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",1
DB06838,"methyl L-phenylalaninate",2
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",1
DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",1
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,2
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",3
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",2
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,2
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",0
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",1
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",1
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,2
DB06851,N-(pyridin-3-ylmethyl)aniline,1
DB06852,CHIR-124,1
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,2
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,2
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,1
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,1
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,2
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,1
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",1
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,1
DB06862,"2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID",1
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",1
DB06865,"6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID",1
DB06866,"6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID",1
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",1
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,1
DB06869,"1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE",1
DB06870,Tetrahydrogestrinone,1
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,2
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",1
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",1
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",1
DB06875,ERB-196,2
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",1
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",1
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,1
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",1
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",1
DB06881,"(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE",1
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,2
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,1
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,2
